OBJECTID_1,SABL_PWSID,WATER_SYST,WATER_SY_1,BOUNDARY_T,REGULATING,COUNTY,ADDR_LINE_,ADDR_LIN_1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,STATE_CLAS,POPULATION,SERVICE_CO,VERIFIED_S,LAST_EDITE,VERIFIED_N,VERIFIED_T,DT_VERIFIE,CREATED_US,CREATED_DA,LAST_EDI_1,OBJECTID,BOUNDARY_F,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,FEDERAL_CL,Shape__Are,Shape__Len,SHAPE,CIscore2018_min,CIscore2018_max,CIscore2018_mean,CIscoreP2018_min,CIscoreP2018_max,CIscoreP2018_mean
"404068",CA0706015,CA0706015,NEW DOCS MARINA,Water Service Area,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,3212 DUTCH SLOUGH,,BETHEL ISLAND,CA,"94511",TRANSIENT NON-COMMUNITY,"35","12",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/05/10,P,TRANSIENT NON-COMMUNITY,9570.500722425000276,400.728227411602006,,,,,,,
"404069",CA2800538,CA2800538,CARNEROS INN,Water Service Area,LPA58 - NAPA COUNTY,NAPA,4048 SONOMA HIGHWAY,,NAPA,CA,"94559",COMMUNITY,"30","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/09/04,P,COMMUNITY,177781.855566155019915,2429.422856641280305,,,,,,,
"404070",CA1710016,CA1710016,KONOCTI HARBOR RESORT AND SPA,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,8727 SODA BAY ROAD,,KELSEYVILLE,CA,"95451",NON-TRANSIENT NON-COMMUNITY,"75","33",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2019/05/31,P,NON-TRANSIENT NON-COMMUNITY,653908.545923150028102,4475.500956840290200,,,,,,,
"404071",CA1700610,CA1700610,BELLA LAGO MOBILE HOME PARK,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,8940 SODA BAY ROAD,,KELSEYVILLE,CA,"95451",COMMUNITY,"152","46",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,74899.205685160006396,1272.006570838769903,,,,,,,
"404072",CA1700592,CA1700592,KONOCTI SHORES,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,8920 SODA BAY ROAD,,KELSEYVILLE,CA,"95451",COMMUNITY,"99","99",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,183131.188033254991751,1872.389856379140156,,,,,,,
"404073",CA1400529,CA1400529,BITTERBRUSH CAMPGROUND,Water Service Area,LPA44 - INYO COUNTY,INYO,,,BISHOP,CA,"93514",TRANSIENT NON-COMMUNITY,"100","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,F,TRANSIENT NON-COMMUNITY,86951.540022355024121,1299.464391886830072,,,,,,,
"404074",CA0110012,CA0110012,TOWN OF SUNOL-SFPUC,Water Service Area,DISTRICT 04 - SAN FRANCISCO,ALAMEDA,SF PUBLIC UTILITIES COMMISSION,STATE HWY 84/PLEASANTON SUNOL ROAD,SUNOL,CA,"94586",COMMUNITY,"352","124",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,6167229.740553040057421,13414.807261792500867,,,,,,,
"404075",CA4900563,CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Water Service Area,DISTRICT 18 - SONOMA,SONOMA,17790 High Road,,SONOMA,CA,"95476",COMMUNITY,"150","69",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,2223871.061110930051655,7417.509325645910394,,,,,,,
"404076",CA4901388,CA4901388,"HEIRS OF MY DREAM WINERY, INC.",Water Service Area,DISTRICT 18 - SONOMA,SONOMA,"22985 Burndale Road, Buildings A & B",,SONOMA,CA,"95476",TRANSIENT NON-COMMUNITY,"60","3",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2013/10/28,L,TRANSIENT NON-COMMUNITY,266991.087833775032777,2661.867675321630031,,,,,,,
"404077",CA5010040,CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,5855 Dodds Road,,OAKDALE,CA,"95361",COMMUNITY,"50","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,471088202.241329014301300,148253.979567311005667,,39.460000,71.300000,49.630000,75.000000,99.000000,86.600000
"404078",CA4200800,CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,Water Service Area,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,,,SANTA MARIA,CA,"93455",COMMUNITY,"125","40",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/26,P,COMMUNITY,1934500.376843770034611,5881.258477791590849,,,,,,,
"404079",CA3710318,CA3710318,SAN PASQUAL BATTLEFIELD STATE PARK,Water Service Area,DISTRICT 14 - SAN DIEGO,SAN DIEGO,16666 SAN PASQUAL RD.,"4477 PACIFIC HIGHWAY, SD, CA 92110",ESCONDIDO,CA,"92027",TRANSIENT NON-COMMUNITY,"26","7",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2006/07/01,S,TRANSIENT NON-COMMUNITY,24249.913376450000214,724.126611236348026,,,,,,,
"404080",CA1400064,CA1400064,BERNASCONI EDUCATION CENTER,Water Service Area,LPA44 - INYO COUNTY,INYO,,,BIG PINE,CA,"93513",NON-TRANSIENT NON-COMMUNITY,"244","15",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,L,NON-TRANSIENT NON-COMMUNITY,88294.909255075006513,1173.848179872340324,,,,,,,
"404082",CA4910011,CA4910011,"SEBASTOPOL, CITY OF",Water Service Area,DISTRICT 18 - SONOMA,SONOMA,7120 Bodega Avenue,,SEBASTOPOL,CA,"95472",COMMUNITY,"7786","2936",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,7762091.541716179810464,26429.035843486799422,,,,,,,
"404083",CA5602117,CA5602117,STRICKLAND ACRES,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,4952 Joan Way,,OXNARD,CA,"93036",COMMUNITY,"429","127",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,370499.242942970013246,2770.661920440540143,,,,,,,
"404084",CA2700665,CA2700665,OAK HEIGHTS W & R CO INC,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SALINAS,CA,"93907",COMMUNITY,"105","35",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,176558.256007515010424,2547.355841033000161,,,,,,,
"404085",CA4010830,CA4010830,CALIFORNIA MENS COLONY,Water Service Area,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,Highway 1 North,,SAN LUIS OBISPO,CA,"93409",COMMUNITY,"15000","5357",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1992/05/15,S,COMMUNITY,1395972.599923730129376,5836.009503183369816,,,,,,,
"404087",CA4210303,CA4210303,REFUGIO STATE BEACH,Water Service Area,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,DPR 10 REFUGIO BEACH ROAD,,GOLETA,CA,"93117",TRANSIENT NON-COMMUNITY,"850","10",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,S,TRANSIENT NON-COMMUNITY,231148.941519154992420,1962.822030368140076,,,,,,,
"404088",CA1700561,CA1700561,BLUE LAKES IMPROVEMENT CLUB,Water Service Area,DISTRICT 03 - MENDOCINO,LAKE,9814 DIANE LANE,,UPPER LAKE,CA,"95485",COMMUNITY,"80","41",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,79119.184112195012858,1130.062111154450122,,,,,,,
"404089",CA5610043,CA5610043,OAK PARK WATER SERVICE,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,5000 Bishopswood,,OAK PARK,CA,"91377",COMMUNITY,"12200","4591",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,16784778.413716498762369,16435.456754529401223,,,,,,,
"404090",CA1210008,CA1210008,GARBERVILLE SANITARY DISTRICT,Water Service Area,DISTRICT 01 - KLAMATH,HUMBOLDT,2 Tooby Ranch Road,,GARBERVILLE,CA,"95542",COMMUNITY,"1500","442",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,5521344.617927869781852,12225.146653635099938,,,,,,,
"404091",CA1110003,CA1110003,CAL-WATER SERVICE CO.-WILLOWS,Water Service Area,DISTRICT 21 - VALLEY,GLENN,1070 West Wood Street,Suite A-1,WILLOWS,CA,"95988",COMMUNITY,"7153","2370",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,9390055.722103210166097,14429.599506077900514,,,,,,,
"404092",CA4910024,CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),Water Service Area,DISTRICT 18 - SONOMA,SONOMA,21060 Geyserville Avenue,,GEYSERVILLE,CA,"95441",COMMUNITY,"1014","307",Verified,2020/10/20,J. Oakley,District / LPA staff member,2019/09/02,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,1725106.613286670064554,8950.689213847510473,,,,,,,
"404093",CA3500571,CA3500571,SAN BENITO HIGH SCHOOL,Water Service Area,DISTRICT 05 - MONTEREY,SAN BENITO,1220 MONTEREY ST,,HOLLISTER,CA,"95023",NON-TRANSIENT NON-COMMUNITY,"3310","61",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1984/01/21,L,NON-TRANSIENT NON-COMMUNITY,261875.585877045028610,2443.313489007260159,,,,,,,
"404094",CA0510012,CA0510012,CAMANCHE SOUTH SHORE-EBMUD,Water Service Area,DISTRICT 10 - STOCKTON,CALAVERAS,PARDEE CENTER,,"VALLEY SPRINGS,",CA,"95252",COMMUNITY,"1161","448",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,241487.443813279998722,3307.042031652540572,,,,,,,
"404095",CA3900762,CA3900762,RIVERSIDE MOBILE HOME PARK,Water Service Area,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,13955 W WALNUT GROVE RD,,WALNUT GROVE,CA,"95690",COMMUNITY,"55","28",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,33941.317985734996910,763.854808313530953,,,,,,,
"404096",CA3410017,CA3410017,CALAM - PARKWAY,Water Service Area,DISTRICT 09 - SACRAMENTO,SACRAMENTO,4701 BELOIT DRIVE,,SACRAMENTO,CA,"95838",COMMUNITY,"48804","14784",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,34630546.775290600955486,34137.632045601298159,,43.360000,54.940000,49.136667,81.000000,93.000000,87.555556
"404097",CA4400664,CA4400664,JARDINES DEL VALLE,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,76 Murphy Rd,,WATSONVILLE,CA,"95076",COMMUNITY,"150","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,29686.472887100000662,807.785127208101017,,,,,,,
"404098",CA3901276,CA3901276,HANOT FOUNDATION INC,Water Service Area,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,14373 E SARGENT RD,,LODI,CA,"95240",COMMUNITY,"38","15",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/08,P,COMMUNITY,32764.142557805000251,745.872574432859096,,,,,,,
"404099",CA3600222,CA3600222,JUNIPER RIVIERA CWD,Water Service Area,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,25715 SANTA ROSA ROAD,,APPLE VALLEY,CA,"92307",COMMUNITY,"441","250",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1992/12/21,L,COMMUNITY,9529841.000521859154105,18041.441892628099595,,,,,,,
"404100",CA3700918,CA3700918,RANCHO SANTA TERESA MW CO.,Water Service Area,LPA67 - SAN DIEGO COUNTY,SAN DIEGO,,,RAMONA,CA,"92065",COMMUNITY,"95","37",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/02,P,COMMUNITY,1992731.089575489982963,6979.875333097990733,,,,,,,
"404101",CA1910005,CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",Water Service Area,DISTRICT 16 - CENTRAL,LOS ANGELES,900 SOUTH FREMONT AVENUE,,ALHAMBRA,CA,"91803",COMMUNITY,"13830","3594",Pending,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,L,COMMUNITY,26615672.867834400385618,35680.944748930000060,,,,,,,
"404103",CA1100203,CA1100203,ARTOIS COMMUNITY S.D.,Water Service Area,DISTRICT 21 - VALLEY,GLENN,740 MAIN St.,,ARTOIS,CA,"95913",COMMUNITY,"198","52",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1986/03/28,L,COMMUNITY,1993893.549741009948775,11915.953417122900646,,,,,,,
"404104",CA5610016,CA5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,Water Service Area,DISTRICT 06 - SANTA BARBARA,VENTURA,"2524 Townsgate Road, Suite A",,WESTLAKE VILLAGE,CA,"91361",COMMUNITY,"19445","6900",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,62214657.562773101031780,43338.249746780900750,,,,,,,
"404105",CA2610701,CA2610701,USMC - HOUSING COLEVILLE,Water Service Area,DISTRICT 13 - SAN BERNARDINO,MONO,600 Davenport Ct.,,COLEVILLE,CA,"96107",COMMUNITY,"325","116",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,F,COMMUNITY,390459.975902680016588,2478.956126116340329,,,,,,,
"404106",CA2800531,CA2800531,MOORE'S RESORT,Water Service Area,LPA58 - NAPA COUNTY,NAPA,1200 Milton Road,,NAPA,CA,"94559",COMMUNITY,"70","20",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/09/04,P,COMMUNITY,258954.190475865005283,3396.219092708990047,,,,,,,
"404107",CA1000365,CA1000365,PONDEROSA TRAILER PARK,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,42040 Dorabella Road,,SHAVER LAKE,CA,"93664",TRANSIENT NON-COMMUNITY,"180","40",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1983/01/27,P,TRANSIENT NON-COMMUNITY,19342.645967410000594,646.954573700924016,,,,,,,
"404109",CA5010039,CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,Water Service Area,DISTRICT 10 - STOCKTON,STANISLAUS,9501 Morton Davis Drive,,PATTERSON,CA,"95363",COMMUNITY,"2000","596",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1996/11/27,L,COMMUNITY,33423798.270730499178171,28895.190871007202077,,44.180000,47.340000,45.760000,82.000000,86.000000,84.000000
"404110",CA2701295,CA2701295,ESALEN INSTITUTE WS,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,BIG SUR,CA,"93920",COMMUNITY,"246","42",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,666014.676103370031342,5656.691289262159444,,,,,,,
"404111",CA2610005,CA2610005,LEE VINING PUBLIC UTILITY,Water Service Area,LPA56 - MONO COUNTY,MONO,HWY 120,PO Box 266,LEE VINING,CA,"93541",COMMUNITY,"672","222",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/02,P,COMMUNITY,1072713.755015410017222,5480.024808118028886,,,,,,,
"404112",CA1000060,CA1000060,MUSICK MEADOWS #1,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,TOLLHOUSE & DINKEY RD,,SHAVER LAKE,CA,"93664",NON-TRANSIENT NON-COMMUNITY,"60","68",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,NON-TRANSIENT NON-COMMUNITY,167585.861390770005528,1741.923974227169992,,,,,,,
"404113",CA1000584,CA1000584,TRUE ORGANIC PRODUCTS,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,20225 W. Kamm,,HELM,CA,"93627",NON-TRANSIENT NON-COMMUNITY,"40","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,NON-TRANSIENT NON-COMMUNITY,450127.373772569990251,2685.844585436859688,,48.180000,48.180000,48.180000,87.000000,87.000000,87.000000
"404114",CA3410006,CA3410006,CITRUS HEIGHTS WATER DISTRICT,Water Service Area,DISTRICT 09 - SACRAMENTO,SACRAMENTO,6230 Sylvan Road,,CITRUS HEIGHTS,CA,"95610",COMMUNITY,"66597","19878",Verified,2020/10/20,D. Gordon,Water System representative,2019/08/05,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,54774245.410242997109890,54039.492604884500906,,,,,,,
"404115",CA2701040,CA2701040,MCCOY RD  WS #05,Water Service Area,LPA57 - MONTEREY COUNTY,MONTEREY,,,SOLEDAD,CA,"93960",COMMUNITY,"72","24",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/08/01,P,COMMUNITY,19682.410936939999374,581.203367277778966,,,,,,,
"404116",CA1400084,CA1400084,ROCKING K GUEST RANCH,Water Service Area,LPA44 - INYO COUNTY,INYO,,,BISHOP,CA,"93515",STATE SMALL WATER SYSTEM,"10","10",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/04/30,P,NON-PUBLIC,253632.968571004981641,1998.670898230010152,,,,,,,
"404117",CA3301011,CA3301011,STONE CREEK WATER CO.,Water Service Area,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,23570 HWY 243,,IDYLLWILD,CA,"92549",COMMUNITY,"134","50",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/27,P,COMMUNITY,328970.205999020021409,2873.014652173740160,,,,,,,
"404118",CA3103310,CA3103310,EMIGRANT GAP MUTUAL WATER CO.,Water Service Area,LPA61 - PLACER COUNTY,PLACER,41030 PUTT RD,,EMIGRANT GAP,CA,"95715",COMMUNITY,"125","43",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/26,P,COMMUNITY,241061.945252559991786,2865.063354033450196,,,,,,,
"404119",CA2300545,CA2300545,SHORELANDS ROAD & WATER COMPANY,Water Service Area,DISTRICT 03 - MENDOCINO,MENDOCINO,45121 Cypress Drive,MAIL:P.O. BOX 398,MENDOCINO,CA,"95460",COMMUNITY,"85","47",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,486325.472497690003365,3193.749379587469775,,,,,,,
"404120",CA4400665,CA4400665,MEADOWRIDGE MUTUAL WATER CO,Water Service Area,LPA74 - SANTA CRUZ COUNTY,SANTA CRUZ,1145 Meadowridge Rd,,WATSONVILLE,CA,"95076",COMMUNITY,"42","18",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2015/01/29,P,COMMUNITY,896449.818239719956182,4484.165514919750422,,,,,,,
"404121",CA0410011,CA0410011,DEL ORO WATER CO.-PARADISE PINES,Water Service Area,DISTRICT 21 - VALLEY,BUTTE,14147 LAKERIDGE COURT,,MAGALIA,CA,"95954",COMMUNITY,"10138","3072",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,8712477.804663620889187,14245.213797922800950,,,,,,,
"404122",CA1910002,CA1910002,AMARILLO MUTUAL WATER COMPANY,Water Service Area,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,3404 BURTON AVENUE,P.O. BOX 6932,ROSEMEAD,CA,"91770",COMMUNITY,"3134","627",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,978909.980619334965013,4736.504570866440190,,40.660000,51.160000,47.692500,77.000000,90.000000,85.750000
"404123",CA5800851,CA5800851,FEATHER RIVER MANOR,Water Service Area,LPA88 - YUBA COUNTY,YUBA,3962 WEST ELLA AVE,,PLUMAS LAKE,CA,"95961",COMMUNITY,"35","6",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,P,COMMUNITY,81058.849049349999405,1166.234262382700081,,,,,,,
"404124",CA0400063,CA0400063,MANZANITA ELEMENTARY SCHOOL,Water Service Area,LPA34 - BUTTE COUNTY,BUTTE,627 E. Evans Reimer Rd,,GRIDLEY,CA,"95948",NON-TRANSIENT NON-COMMUNITY,"295","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/07/28,L,NON-TRANSIENT NON-COMMUNITY,49364.558015285001602,884.925624163956059,,,,,,,
"404125",CA3000618,CA3000618,LIBERTY PARK WATER ASSOCIATION,Water Service Area,DISTRICT 08 - SANTA ANA,ORANGE,7851 LIBERTY STREET,,HUNTINGTON BEACH,CA,"92647",COMMUNITY,"69","21",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,P,COMMUNITY,34395.732256590003090,933.615226123041111,,40.320000,40.320000,40.320000,77.000000,77.000000,77.000000
"404126",CA1000611,CA1000611,KEN'S CLOTHING AND GIFTS,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,42145 Tollhouse Road,,SHAVER LAKE,CA,"93664",TRANSIENT NON-COMMUNITY,"55","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2012/10/22,P,TRANSIENT NON-COMMUNITY,31874.442681175001781,792.003262187691007,,,,,,,
"404127",CA1210009,CA1210009,HUMBOLDT C.S.D.,Water Service Area,DISTRICT 01 - KLAMATH,HUMBOLDT,P.O. BOX 158,"5055 WALNUT DR., EUREKA, CA  95503",CUTTEN,CA,"95534",COMMUNITY,"25575","7750",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,COMMUNITY,68785999.945481196045876,126639.028249509006855,,,,,,,
"404129",CA1000629,CA1000629,KINGS RIVER WINERY,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,4276 S. Greenwood Avenue,,SANGER,CA,"93657",TRANSIENT NON-COMMUNITY,"50","2",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/01/20,P,TRANSIENT NON-COMMUNITY,241938.053643780003767,1968.267907515369870,,55.810000,55.810000,55.810000,94.000000,94.000000,94.000000
"404130",CA1000486,CA1000486,LION RAISINS PACKING COMPANY,Water Service Area,DISTRICT 23 - FRESNO,FRESNO,9500 S. De Wolf Avenue,,SELMA,CA,"93662",NON-TRANSIENT NON-COMMUNITY,"80","3",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1994/04/01,P,NON-TRANSIENT NON-COMMUNITY,363872.678529959986918,3269.322382745480354,,47.540000,73.780000,57.013333,86.000000,100.000000,91.666667
"404131",CA3200007,CA3200007,FRCCSD LITTLE INDIAN CREEK,Water Service Area,LPA62 - PLUMAS COUNTY,PLUMAS,14133 Hwy 70,,TWAIN,CA,"95984",LOCAL STATE SMALL SYSTEM,"20","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,2016/02/18,L,NON-PUBLIC,392523.950502465071622,2439.129097247710433,,,,,,,
"404132",CA5410016,CA5410016,CWS - VISALIA,Water Service Area,DISTRICT 12 - VISALIA,TULARE,216 N. VALLEY OAKS DRIVE,,VISALIA,CA,"93291",COMMUNITY,"141165","44864",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,P,COMMUNITY,138382334.385731995105743,157492.052211617003195,,40.500000,51.070000,44.874286,77.000000,90.000000,82.571429
"404136",CA0800647,CA0800647,REDWOOD MAINT. & OPER.,Water Service Area,DISTRICT 01 - KLAMATH,DEL NORTE,301 W. WASHINGTON BLVD.,6900 LAKE EARL DR.,CRESCENT CITY,CA,"95531",NON-TRANSIENT NON-COMMUNITY,"421","1",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1976/01/01,L,NON-TRANSIENT NON-COMMUNITY,70343.462407275001169,1207.923049001359914,,,,,,,
"404137",CA4700565,CA4700565,FOWLERS CAMPGROUND-STNF,Water Service Area,DISTRICT 01 - KLAMATH,SISKIYOU,2400 WASHINGTON AVE,5 MI E OF MCCLOUD ON HWY 89,MCCLOUD,CA,"96057",TRANSIENT NON-COMMUNITY,"360","8",Not Verified,2020/10/20,,,1970/01/01,SBUCKNAM,2020/10/20,SBUCKNAM,,WBT Tool,A,1979/03/22,F,TRANSIENT NON-COMMUNITY,515378.950095830019563,3286.863148205859943,,,,,,,
