,drought_characteristic,income_distribution,income_elasticity,fee_passthrough,reservoir_capacity,pay_back_period,discount_rate,mitigation_decision,build_decision
20022,long_intense.csv,low_income,0.7,zero_threshold,2800,40,3.0,baseline,none
20024,long_intense.csv,low_income,0.7,zero_threshold,2800,40,3.0,improved,none
20027,long_intense.csv,low_income,0.7,zero_threshold,2800,40,3.0,build,desal
20033,long_intense.csv,low_income,0.7,zero_threshold,2800,40,4.5,build,desal
20039,long_intense.csv,low_income,0.7,zero_threshold,5600,20,1.5,build,desal
20040,long_intense.csv,low_income,0.7,zero_threshold,5600,20,3.0,baseline,none
20042,long_intense.csv,low_income,0.7,zero_threshold,5600,20,3.0,improved,none
20045,long_intense.csv,low_income,0.7,zero_threshold,5600,20,3.0,build,desal
20051,long_intense.csv,low_income,0.7,zero_threshold,5600,20,4.5,build,desal
20057,long_intense.csv,low_income,0.7,zero_threshold,5600,30,1.5,build,desal
20058,long_intense.csv,low_income,0.7,zero_threshold,5600,30,3.0,baseline,none
20060,long_intense.csv,low_income,0.7,zero_threshold,5600,30,3.0,improved,none
20063,long_intense.csv,low_income,0.7,zero_threshold,5600,30,3.0,build,desal
20069,long_intense.csv,low_income,0.7,zero_threshold,5600,30,4.5,build,desal
20075,long_intense.csv,low_income,0.7,zero_threshold,5600,40,1.5,build,desal
20076,long_intense.csv,low_income,0.7,zero_threshold,5600,40,3.0,baseline,none
20078,long_intense.csv,low_income,0.7,zero_threshold,5600,40,3.0,improved,none
20081,long_intense.csv,low_income,0.7,zero_threshold,5600,40,3.0,build,desal
20087,long_intense.csv,low_income,0.7,zero_threshold,5600,40,4.5,build,desal
20093,long_intense.csv,low_income,0.7,high_threshold,1400,20,1.5,build,desal
20094,long_intense.csv,low_income,0.7,high_threshold,1400,20,3.0,baseline,none
20096,long_intense.csv,low_income,0.7,high_threshold,1400,20,3.0,improved,none
20099,long_intense.csv,low_income,0.7,high_threshold,1400,20,3.0,build,desal
20105,long_intense.csv,low_income,0.7,high_threshold,1400,20,4.5,build,desal
20111,long_intense.csv,low_income,0.7,high_threshold,1400,30,1.5,build,desal
20112,long_intense.csv,low_income,0.7,high_threshold,1400,30,3.0,baseline,none
20114,long_intense.csv,low_income,0.7,high_threshold,1400,30,3.0,improved,none
20117,long_intense.csv,low_income,0.7,high_threshold,1400,30,3.0,build,desal
20123,long_intense.csv,low_income,0.7,high_threshold,1400,30,4.5,build,desal
20129,long_intense.csv,low_income,0.7,high_threshold,1400,40,1.5,build,desal
20130,long_intense.csv,low_income,0.7,high_threshold,1400,40,3.0,baseline,none
20132,long_intense.csv,low_income,0.7,high_threshold,1400,40,3.0,improved,none
20135,long_intense.csv,low_income,0.7,high_threshold,1400,40,3.0,build,desal
20141,long_intense.csv,low_income,0.7,high_threshold,1400,40,4.5,build,desal
20147,long_intense.csv,low_income,0.7,high_threshold,2800,20,1.5,build,desal
20148,long_intense.csv,low_income,0.7,high_threshold,2800,20,3.0,baseline,none
20150,long_intense.csv,low_income,0.7,high_threshold,2800,20,3.0,improved,none
20153,long_intense.csv,low_income,0.7,high_threshold,2800,20,3.0,build,desal
20159,long_intense.csv,low_income,0.7,high_threshold,2800,20,4.5,build,desal
20165,long_intense.csv,low_income,0.7,high_threshold,2800,30,1.5,build,desal
20166,long_intense.csv,low_income,0.7,high_threshold,2800,30,3.0,baseline,none
20168,long_intense.csv,low_income,0.7,high_threshold,2800,30,3.0,improved,none
20171,long_intense.csv,low_income,0.7,high_threshold,2800,30,3.0,build,desal
20177,long_intense.csv,low_income,0.7,high_threshold,2800,30,4.5,build,desal
20183,long_intense.csv,low_income,0.7,high_threshold,2800,40,1.5,build,desal
20184,long_intense.csv,low_income,0.7,high_threshold,2800,40,3.0,baseline,none
20186,long_intense.csv,low_income,0.7,high_threshold,2800,40,3.0,improved,none
20189,long_intense.csv,low_income,0.7,high_threshold,2800,40,3.0,build,desal
20195,long_intense.csv,low_income,0.7,high_threshold,2800,40,4.5,build,desal
20201,long_intense.csv,low_income,0.7,high_threshold,5600,20,1.5,build,desal
20202,long_intense.csv,low_income,0.7,high_threshold,5600,20,3.0,baseline,none
20204,long_intense.csv,low_income,0.7,high_threshold,5600,20,3.0,improved,none
20207,long_intense.csv,low_income,0.7,high_threshold,5600,20,3.0,build,desal
20213,long_intense.csv,low_income,0.7,high_threshold,5600,20,4.5,build,desal
20219,long_intense.csv,low_income,0.7,high_threshold,5600,30,1.5,build,desal
20220,long_intense.csv,low_income,0.7,high_threshold,5600,30,3.0,baseline,none
20222,long_intense.csv,low_income,0.7,high_threshold,5600,30,3.0,improved,none
20225,long_intense.csv,low_income,0.7,high_threshold,5600,30,3.0,build,desal
20231,long_intense.csv,low_income,0.7,high_threshold,5600,30,4.5,build,desal
20237,long_intense.csv,low_income,0.7,high_threshold,5600,40,1.5,build,desal
20238,long_intense.csv,low_income,0.7,high_threshold,5600,40,3.0,baseline,none
20240,long_intense.csv,low_income,0.7,high_threshold,5600,40,3.0,improved,none
20243,long_intense.csv,low_income,0.7,high_threshold,5600,40,3.0,build,desal
20249,long_intense.csv,low_income,0.7,high_threshold,5600,40,4.5,build,desal
20255,long_intense.csv,low_income,0.7,income_threshold,1400,20,1.5,build,desal
20256,long_intense.csv,low_income,0.7,income_threshold,1400,20,3.0,baseline,none
20258,long_intense.csv,low_income,0.7,income_threshold,1400,20,3.0,improved,none
20261,long_intense.csv,low_income,0.7,income_threshold,1400,20,3.0,build,desal
20267,long_intense.csv,low_income,0.7,income_threshold,1400,20,4.5,build,desal
20273,long_intense.csv,low_income,0.7,income_threshold,1400,30,1.5,build,desal
20274,long_intense.csv,low_income,0.7,income_threshold,1400,30,3.0,baseline,none
20276,long_intense.csv,low_income,0.7,income_threshold,1400,30,3.0,improved,none
20279,long_intense.csv,low_income,0.7,income_threshold,1400,30,3.0,build,desal
20285,long_intense.csv,low_income,0.7,income_threshold,1400,30,4.5,build,desal
20291,long_intense.csv,low_income,0.7,income_threshold,1400,40,1.5,build,desal
20292,long_intense.csv,low_income,0.7,income_threshold,1400,40,3.0,baseline,none
20294,long_intense.csv,low_income,0.7,income_threshold,1400,40,3.0,improved,none
20297,long_intense.csv,low_income,0.7,income_threshold,1400,40,3.0,build,desal
20303,long_intense.csv,low_income,0.7,income_threshold,1400,40,4.5,build,desal
20309,long_intense.csv,low_income,0.7,income_threshold,2800,20,1.5,build,desal
20310,long_intense.csv,low_income,0.7,income_threshold,2800,20,3.0,baseline,none
20312,long_intense.csv,low_income,0.7,income_threshold,2800,20,3.0,improved,none
20315,long_intense.csv,low_income,0.7,income_threshold,2800,20,3.0,build,desal
20321,long_intense.csv,low_income,0.7,income_threshold,2800,20,4.5,build,desal
20327,long_intense.csv,low_income,0.7,income_threshold,2800,30,1.5,build,desal
20328,long_intense.csv,low_income,0.7,income_threshold,2800,30,3.0,baseline,none
20330,long_intense.csv,low_income,0.7,income_threshold,2800,30,3.0,improved,none
20333,long_intense.csv,low_income,0.7,income_threshold,2800,30,3.0,build,desal
20339,long_intense.csv,low_income,0.7,income_threshold,2800,30,4.5,build,desal
20345,long_intense.csv,low_income,0.7,income_threshold,2800,40,1.5,build,desal
20346,long_intense.csv,low_income,0.7,income_threshold,2800,40,3.0,baseline,none
20348,long_intense.csv,low_income,0.7,income_threshold,2800,40,3.0,improved,none
20351,long_intense.csv,low_income,0.7,income_threshold,2800,40,3.0,build,desal
20357,long_intense.csv,low_income,0.7,income_threshold,2800,40,4.5,build,desal
20363,long_intense.csv,low_income,0.7,income_threshold,5600,20,1.5,build,desal
20364,long_intense.csv,low_income,0.7,income_threshold,5600,20,3.0,baseline,none
20366,long_intense.csv,low_income,0.7,income_threshold,5600,20,3.0,improved,none
20369,long_intense.csv,low_income,0.7,income_threshold,5600,20,3.0,build,desal
20375,long_intense.csv,low_income,0.7,income_threshold,5600,20,4.5,build,desal
20381,long_intense.csv,low_income,0.7,income_threshold,5600,30,1.5,build,desal
20382,long_intense.csv,low_income,0.7,income_threshold,5600,30,3.0,baseline,none
20384,long_intense.csv,low_income,0.7,income_threshold,5600,30,3.0,improved,none
20387,long_intense.csv,low_income,0.7,income_threshold,5600,30,3.0,build,desal
20393,long_intense.csv,low_income,0.7,income_threshold,5600,30,4.5,build,desal
20399,long_intense.csv,low_income,0.7,income_threshold,5600,40,1.5,build,desal
20400,long_intense.csv,low_income,0.7,income_threshold,5600,40,3.0,baseline,none
20402,long_intense.csv,low_income,0.7,income_threshold,5600,40,3.0,improved,none
20405,long_intense.csv,low_income,0.7,income_threshold,5600,40,3.0,build,desal
20411,long_intense.csv,low_income,0.7,income_threshold,5600,40,4.5,build,desal
20417,long_intense.csv,high_income,0.1,zero_threshold,1400,20,1.5,build,desal
20418,long_intense.csv,high_income,0.1,zero_threshold,1400,20,3.0,baseline,none
20420,long_intense.csv,high_income,0.1,zero_threshold,1400,20,3.0,improved,none
20423,long_intense.csv,high_income,0.1,zero_threshold,1400,20,3.0,build,desal
20429,long_intense.csv,high_income,0.1,zero_threshold,1400,20,4.5,build,desal
20435,long_intense.csv,high_income,0.1,zero_threshold,1400,30,1.5,build,desal
20436,long_intense.csv,high_income,0.1,zero_threshold,1400,30,3.0,baseline,none
20438,long_intense.csv,high_income,0.1,zero_threshold,1400,30,3.0,improved,none
20441,long_intense.csv,high_income,0.1,zero_threshold,1400,30,3.0,build,desal
20447,long_intense.csv,high_income,0.1,zero_threshold,1400,30,4.5,build,desal
20453,long_intense.csv,high_income,0.1,zero_threshold,1400,40,1.5,build,desal
20454,long_intense.csv,high_income,0.1,zero_threshold,1400,40,3.0,baseline,none
20456,long_intense.csv,high_income,0.1,zero_threshold,1400,40,3.0,improved,none
20459,long_intense.csv,high_income,0.1,zero_threshold,1400,40,3.0,build,desal
20465,long_intense.csv,high_income,0.1,zero_threshold,1400,40,4.5,build,desal
20471,long_intense.csv,high_income,0.1,zero_threshold,2800,20,1.5,build,desal
20472,long_intense.csv,high_income,0.1,zero_threshold,2800,20,3.0,baseline,none
20474,long_intense.csv,high_income,0.1,zero_threshold,2800,20,3.0,improved,none
20477,long_intense.csv,high_income,0.1,zero_threshold,2800,20,3.0,build,desal
20483,long_intense.csv,high_income,0.1,zero_threshold,2800,20,4.5,build,desal
20489,long_intense.csv,high_income,0.1,zero_threshold,2800,30,1.5,build,desal
20490,long_intense.csv,high_income,0.1,zero_threshold,2800,30,3.0,baseline,none
20492,long_intense.csv,high_income,0.1,zero_threshold,2800,30,3.0,improved,none
20495,long_intense.csv,high_income,0.1,zero_threshold,2800,30,3.0,build,desal
20501,long_intense.csv,high_income,0.1,zero_threshold,2800,30,4.5,build,desal
20507,long_intense.csv,high_income,0.1,zero_threshold,2800,40,1.5,build,desal
20508,long_intense.csv,high_income,0.1,zero_threshold,2800,40,3.0,baseline,none
20510,long_intense.csv,high_income,0.1,zero_threshold,2800,40,3.0,improved,none
20513,long_intense.csv,high_income,0.1,zero_threshold,2800,40,3.0,build,desal
20519,long_intense.csv,high_income,0.1,zero_threshold,2800,40,4.5,build,desal
20525,long_intense.csv,high_income,0.1,zero_threshold,5600,20,1.5,build,desal
20526,long_intense.csv,high_income,0.1,zero_threshold,5600,20,3.0,baseline,none
20528,long_intense.csv,high_income,0.1,zero_threshold,5600,20,3.0,improved,none
20531,long_intense.csv,high_income,0.1,zero_threshold,5600,20,3.0,build,desal
20537,long_intense.csv,high_income,0.1,zero_threshold,5600,20,4.5,build,desal
20543,long_intense.csv,high_income,0.1,zero_threshold,5600,30,1.5,build,desal
20544,long_intense.csv,high_income,0.1,zero_threshold,5600,30,3.0,baseline,none
20546,long_intense.csv,high_income,0.1,zero_threshold,5600,30,3.0,improved,none
20549,long_intense.csv,high_income,0.1,zero_threshold,5600,30,3.0,build,desal
20555,long_intense.csv,high_income,0.1,zero_threshold,5600,30,4.5,build,desal
20561,long_intense.csv,high_income,0.1,zero_threshold,5600,40,1.5,build,desal
20562,long_intense.csv,high_income,0.1,zero_threshold,5600,40,3.0,baseline,none
20564,long_intense.csv,high_income,0.1,zero_threshold,5600,40,3.0,improved,none
20567,long_intense.csv,high_income,0.1,zero_threshold,5600,40,3.0,build,desal
20573,long_intense.csv,high_income,0.1,zero_threshold,5600,40,4.5,build,desal
20579,long_intense.csv,high_income,0.1,high_threshold,1400,20,1.5,build,desal
20580,long_intense.csv,high_income,0.1,high_threshold,1400,20,3.0,baseline,none
20582,long_intense.csv,high_income,0.1,high_threshold,1400,20,3.0,improved,none
20585,long_intense.csv,high_income,0.1,high_threshold,1400,20,3.0,build,desal
20591,long_intense.csv,high_income,0.1,high_threshold,1400,20,4.5,build,desal
20597,long_intense.csv,high_income,0.1,high_threshold,1400,30,1.5,build,desal
20598,long_intense.csv,high_income,0.1,high_threshold,1400,30,3.0,baseline,none
20600,long_intense.csv,high_income,0.1,high_threshold,1400,30,3.0,improved,none
20603,long_intense.csv,high_income,0.1,high_threshold,1400,30,3.0,build,desal
20609,long_intense.csv,high_income,0.1,high_threshold,1400,30,4.5,build,desal
20615,long_intense.csv,high_income,0.1,high_threshold,1400,40,1.5,build,desal
20616,long_intense.csv,high_income,0.1,high_threshold,1400,40,3.0,baseline,none
20618,long_intense.csv,high_income,0.1,high_threshold,1400,40,3.0,improved,none
20621,long_intense.csv,high_income,0.1,high_threshold,1400,40,3.0,build,desal
20627,long_intense.csv,high_income,0.1,high_threshold,1400,40,4.5,build,desal
20633,long_intense.csv,high_income,0.1,high_threshold,2800,20,1.5,build,desal
20634,long_intense.csv,high_income,0.1,high_threshold,2800,20,3.0,baseline,none
20636,long_intense.csv,high_income,0.1,high_threshold,2800,20,3.0,improved,none
20639,long_intense.csv,high_income,0.1,high_threshold,2800,20,3.0,build,desal
20645,long_intense.csv,high_income,0.1,high_threshold,2800,20,4.5,build,desal
20651,long_intense.csv,high_income,0.1,high_threshold,2800,30,1.5,build,desal
20652,long_intense.csv,high_income,0.1,high_threshold,2800,30,3.0,baseline,none
20654,long_intense.csv,high_income,0.1,high_threshold,2800,30,3.0,improved,none
20657,long_intense.csv,high_income,0.1,high_threshold,2800,30,3.0,build,desal
20663,long_intense.csv,high_income,0.1,high_threshold,2800,30,4.5,build,desal
20669,long_intense.csv,high_income,0.1,high_threshold,2800,40,1.5,build,desal
20670,long_intense.csv,high_income,0.1,high_threshold,2800,40,3.0,baseline,none
20672,long_intense.csv,high_income,0.1,high_threshold,2800,40,3.0,improved,none
20675,long_intense.csv,high_income,0.1,high_threshold,2800,40,3.0,build,desal
20681,long_intense.csv,high_income,0.1,high_threshold,2800,40,4.5,build,desal
20687,long_intense.csv,high_income,0.1,high_threshold,5600,20,1.5,build,desal
20688,long_intense.csv,high_income,0.1,high_threshold,5600,20,3.0,baseline,none
20690,long_intense.csv,high_income,0.1,high_threshold,5600,20,3.0,improved,none
20693,long_intense.csv,high_income,0.1,high_threshold,5600,20,3.0,build,desal
20699,long_intense.csv,high_income,0.1,high_threshold,5600,20,4.5,build,desal
20705,long_intense.csv,high_income,0.1,high_threshold,5600,30,1.5,build,desal
20706,long_intense.csv,high_income,0.1,high_threshold,5600,30,3.0,baseline,none
20708,long_intense.csv,high_income,0.1,high_threshold,5600,30,3.0,improved,none
20711,long_intense.csv,high_income,0.1,high_threshold,5600,30,3.0,build,desal
20717,long_intense.csv,high_income,0.1,high_threshold,5600,30,4.5,build,desal
20723,long_intense.csv,high_income,0.1,high_threshold,5600,40,1.5,build,desal
20724,long_intense.csv,high_income,0.1,high_threshold,5600,40,3.0,baseline,none
20726,long_intense.csv,high_income,0.1,high_threshold,5600,40,3.0,improved,none
20729,long_intense.csv,high_income,0.1,high_threshold,5600,40,3.0,build,desal
20735,long_intense.csv,high_income,0.1,high_threshold,5600,40,4.5,build,desal
20741,long_intense.csv,high_income,0.1,income_threshold,1400,20,1.5,build,desal
20742,long_intense.csv,high_income,0.1,income_threshold,1400,20,3.0,baseline,none
20744,long_intense.csv,high_income,0.1,income_threshold,1400,20,3.0,improved,none
20747,long_intense.csv,high_income,0.1,income_threshold,1400,20,3.0,build,desal
20753,long_intense.csv,high_income,0.1,income_threshold,1400,20,4.5,build,desal
20759,long_intense.csv,high_income,0.1,income_threshold,1400,30,1.5,build,desal
20760,long_intense.csv,high_income,0.1,income_threshold,1400,30,3.0,baseline,none
20762,long_intense.csv,high_income,0.1,income_threshold,1400,30,3.0,improved,none
20765,long_intense.csv,high_income,0.1,income_threshold,1400,30,3.0,build,desal
20771,long_intense.csv,high_income,0.1,income_threshold,1400,30,4.5,build,desal
20777,long_intense.csv,high_income,0.1,income_threshold,1400,40,1.5,build,desal
20778,long_intense.csv,high_income,0.1,income_threshold,1400,40,3.0,baseline,none
20780,long_intense.csv,high_income,0.1,income_threshold,1400,40,3.0,improved,none
20783,long_intense.csv,high_income,0.1,income_threshold,1400,40,3.0,build,desal
20789,long_intense.csv,high_income,0.1,income_threshold,1400,40,4.5,build,desal
20795,long_intense.csv,high_income,0.1,income_threshold,2800,20,1.5,build,desal
20796,long_intense.csv,high_income,0.1,income_threshold,2800,20,3.0,baseline,none
20798,long_intense.csv,high_income,0.1,income_threshold,2800,20,3.0,improved,none
20801,long_intense.csv,high_income,0.1,income_threshold,2800,20,3.0,build,desal
20807,long_intense.csv,high_income,0.1,income_threshold,2800,20,4.5,build,desal
20813,long_intense.csv,high_income,0.1,income_threshold,2800,30,1.5,build,desal
20814,long_intense.csv,high_income,0.1,income_threshold,2800,30,3.0,baseline,none
20816,long_intense.csv,high_income,0.1,income_threshold,2800,30,3.0,improved,none
20819,long_intense.csv,high_income,0.1,income_threshold,2800,30,3.0,build,desal
20825,long_intense.csv,high_income,0.1,income_threshold,2800,30,4.5,build,desal
20831,long_intense.csv,high_income,0.1,income_threshold,2800,40,1.5,build,desal
20832,long_intense.csv,high_income,0.1,income_threshold,2800,40,3.0,baseline,none
20834,long_intense.csv,high_income,0.1,income_threshold,2800,40,3.0,improved,none
20837,long_intense.csv,high_income,0.1,income_threshold,2800,40,3.0,build,desal
20843,long_intense.csv,high_income,0.1,income_threshold,2800,40,4.5,build,desal
20849,long_intense.csv,high_income,0.1,income_threshold,5600,20,1.5,build,desal
20850,long_intense.csv,high_income,0.1,income_threshold,5600,20,3.0,baseline,none
20852,long_intense.csv,high_income,0.1,income_threshold,5600,20,3.0,improved,none
20855,long_intense.csv,high_income,0.1,income_threshold,5600,20,3.0,build,desal
20861,long_intense.csv,high_income,0.1,income_threshold,5600,20,4.5,build,desal
20867,long_intense.csv,high_income,0.1,income_threshold,5600,30,1.5,build,desal
20868,long_intense.csv,high_income,0.1,income_threshold,5600,30,3.0,baseline,none
20870,long_intense.csv,high_income,0.1,income_threshold,5600,30,3.0,improved,none
20873,long_intense.csv,high_income,0.1,income_threshold,5600,30,3.0,build,desal
20879,long_intense.csv,high_income,0.1,income_threshold,5600,30,4.5,build,desal
20885,long_intense.csv,high_income,0.1,income_threshold,5600,40,1.5,build,desal
20886,long_intense.csv,high_income,0.1,income_threshold,5600,40,3.0,baseline,none
20888,long_intense.csv,high_income,0.1,income_threshold,5600,40,3.0,improved,none
20891,long_intense.csv,high_income,0.1,income_threshold,5600,40,3.0,build,desal
20897,long_intense.csv,high_income,0.1,income_threshold,5600,40,4.5,build,desal
20903,long_intense.csv,high_income,0.41,zero_threshold,1400,20,1.5,build,desal
20904,long_intense.csv,high_income,0.41,zero_threshold,1400,20,3.0,baseline,none
20906,long_intense.csv,high_income,0.41,zero_threshold,1400,20,3.0,improved,none
20909,long_intense.csv,high_income,0.41,zero_threshold,1400,20,3.0,build,desal
20915,long_intense.csv,high_income,0.41,zero_threshold,1400,20,4.5,build,desal
20921,long_intense.csv,high_income,0.41,zero_threshold,1400,30,1.5,build,desal
20922,long_intense.csv,high_income,0.41,zero_threshold,1400,30,3.0,baseline,none
20924,long_intense.csv,high_income,0.41,zero_threshold,1400,30,3.0,improved,none
20927,long_intense.csv,high_income,0.41,zero_threshold,1400,30,3.0,build,desal
20933,long_intense.csv,high_income,0.41,zero_threshold,1400,30,4.5,build,desal
20939,long_intense.csv,high_income,0.41,zero_threshold,1400,40,1.5,build,desal
20940,long_intense.csv,high_income,0.41,zero_threshold,1400,40,3.0,baseline,none
20942,long_intense.csv,high_income,0.41,zero_threshold,1400,40,3.0,improved,none
20945,long_intense.csv,high_income,0.41,zero_threshold,1400,40,3.0,build,desal
20951,long_intense.csv,high_income,0.41,zero_threshold,1400,40,4.5,build,desal
20957,long_intense.csv,high_income,0.41,zero_threshold,2800,20,1.5,build,desal
20958,long_intense.csv,high_income,0.41,zero_threshold,2800,20,3.0,baseline,none
20960,long_intense.csv,high_income,0.41,zero_threshold,2800,20,3.0,improved,none
20963,long_intense.csv,high_income,0.41,zero_threshold,2800,20,3.0,build,desal
20969,long_intense.csv,high_income,0.41,zero_threshold,2800,20,4.5,build,desal
20975,long_intense.csv,high_income,0.41,zero_threshold,2800,30,1.5,build,desal
20976,long_intense.csv,high_income,0.41,zero_threshold,2800,30,3.0,baseline,none
20978,long_intense.csv,high_income,0.41,zero_threshold,2800,30,3.0,improved,none
20981,long_intense.csv,high_income,0.41,zero_threshold,2800,30,3.0,build,desal
20987,long_intense.csv,high_income,0.41,zero_threshold,2800,30,4.5,build,desal
20993,long_intense.csv,high_income,0.41,zero_threshold,2800,40,1.5,build,desal
20994,long_intense.csv,high_income,0.41,zero_threshold,2800,40,3.0,baseline,none
20996,long_intense.csv,high_income,0.41,zero_threshold,2800,40,3.0,improved,none
20999,long_intense.csv,high_income,0.41,zero_threshold,2800,40,3.0,build,desal
21005,long_intense.csv,high_income,0.41,zero_threshold,2800,40,4.5,build,desal
21011,long_intense.csv,high_income,0.41,zero_threshold,5600,20,1.5,build,desal
21012,long_intense.csv,high_income,0.41,zero_threshold,5600,20,3.0,baseline,none
21014,long_intense.csv,high_income,0.41,zero_threshold,5600,20,3.0,improved,none
21017,long_intense.csv,high_income,0.41,zero_threshold,5600,20,3.0,build,desal
21023,long_intense.csv,high_income,0.41,zero_threshold,5600,20,4.5,build,desal
21029,long_intense.csv,high_income,0.41,zero_threshold,5600,30,1.5,build,desal
21030,long_intense.csv,high_income,0.41,zero_threshold,5600,30,3.0,baseline,none
21032,long_intense.csv,high_income,0.41,zero_threshold,5600,30,3.0,improved,none
21035,long_intense.csv,high_income,0.41,zero_threshold,5600,30,3.0,build,desal
21041,long_intense.csv,high_income,0.41,zero_threshold,5600,30,4.5,build,desal
21047,long_intense.csv,high_income,0.41,zero_threshold,5600,40,1.5,build,desal
21048,long_intense.csv,high_income,0.41,zero_threshold,5600,40,3.0,baseline,none
21050,long_intense.csv,high_income,0.41,zero_threshold,5600,40,3.0,improved,none
21053,long_intense.csv,high_income,0.41,zero_threshold,5600,40,3.0,build,desal
21059,long_intense.csv,high_income,0.41,zero_threshold,5600,40,4.5,build,desal
21065,long_intense.csv,high_income,0.41,high_threshold,1400,20,1.5,build,desal
21066,long_intense.csv,high_income,0.41,high_threshold,1400,20,3.0,baseline,none
21068,long_intense.csv,high_income,0.41,high_threshold,1400,20,3.0,improved,none
21071,long_intense.csv,high_income,0.41,high_threshold,1400,20,3.0,build,desal
21077,long_intense.csv,high_income,0.41,high_threshold,1400,20,4.5,build,desal
21083,long_intense.csv,high_income,0.41,high_threshold,1400,30,1.5,build,desal
21084,long_intense.csv,high_income,0.41,high_threshold,1400,30,3.0,baseline,none
21086,long_intense.csv,high_income,0.41,high_threshold,1400,30,3.0,improved,none
21089,long_intense.csv,high_income,0.41,high_threshold,1400,30,3.0,build,desal
21095,long_intense.csv,high_income,0.41,high_threshold,1400,30,4.5,build,desal
21101,long_intense.csv,high_income,0.41,high_threshold,1400,40,1.5,build,desal
21102,long_intense.csv,high_income,0.41,high_threshold,1400,40,3.0,baseline,none
21104,long_intense.csv,high_income,0.41,high_threshold,1400,40,3.0,improved,none
21107,long_intense.csv,high_income,0.41,high_threshold,1400,40,3.0,build,desal
21113,long_intense.csv,high_income,0.41,high_threshold,1400,40,4.5,build,desal
21119,long_intense.csv,high_income,0.41,high_threshold,2800,20,1.5,build,desal
21120,long_intense.csv,high_income,0.41,high_threshold,2800,20,3.0,baseline,none
21122,long_intense.csv,high_income,0.41,high_threshold,2800,20,3.0,improved,none
21125,long_intense.csv,high_income,0.41,high_threshold,2800,20,3.0,build,desal
21131,long_intense.csv,high_income,0.41,high_threshold,2800,20,4.5,build,desal
21137,long_intense.csv,high_income,0.41,high_threshold,2800,30,1.5,build,desal
21138,long_intense.csv,high_income,0.41,high_threshold,2800,30,3.0,baseline,none
21140,long_intense.csv,high_income,0.41,high_threshold,2800,30,3.0,improved,none
21143,long_intense.csv,high_income,0.41,high_threshold,2800,30,3.0,build,desal
21149,long_intense.csv,high_income,0.41,high_threshold,2800,30,4.5,build,desal
21155,long_intense.csv,high_income,0.41,high_threshold,2800,40,1.5,build,desal
21156,long_intense.csv,high_income,0.41,high_threshold,2800,40,3.0,baseline,none
21158,long_intense.csv,high_income,0.41,high_threshold,2800,40,3.0,improved,none
21161,long_intense.csv,high_income,0.41,high_threshold,2800,40,3.0,build,desal
21167,long_intense.csv,high_income,0.41,high_threshold,2800,40,4.5,build,desal
21173,long_intense.csv,high_income,0.41,high_threshold,5600,20,1.5,build,desal
21174,long_intense.csv,high_income,0.41,high_threshold,5600,20,3.0,baseline,none
21176,long_intense.csv,high_income,0.41,high_threshold,5600,20,3.0,improved,none
21179,long_intense.csv,high_income,0.41,high_threshold,5600,20,3.0,build,desal
21185,long_intense.csv,high_income,0.41,high_threshold,5600,20,4.5,build,desal
21191,long_intense.csv,high_income,0.41,high_threshold,5600,30,1.5,build,desal
21192,long_intense.csv,high_income,0.41,high_threshold,5600,30,3.0,baseline,none
21194,long_intense.csv,high_income,0.41,high_threshold,5600,30,3.0,improved,none
21197,long_intense.csv,high_income,0.41,high_threshold,5600,30,3.0,build,desal
21203,long_intense.csv,high_income,0.41,high_threshold,5600,30,4.5,build,desal
21209,long_intense.csv,high_income,0.41,high_threshold,5600,40,1.5,build,desal
21210,long_intense.csv,high_income,0.41,high_threshold,5600,40,3.0,baseline,none
21212,long_intense.csv,high_income,0.41,high_threshold,5600,40,3.0,improved,none
21215,long_intense.csv,high_income,0.41,high_threshold,5600,40,3.0,build,desal
21221,long_intense.csv,high_income,0.41,high_threshold,5600,40,4.5,build,desal
21227,long_intense.csv,high_income,0.41,income_threshold,1400,20,1.5,build,desal
21228,long_intense.csv,high_income,0.41,income_threshold,1400,20,3.0,baseline,none
21230,long_intense.csv,high_income,0.41,income_threshold,1400,20,3.0,improved,none
21233,long_intense.csv,high_income,0.41,income_threshold,1400,20,3.0,build,desal
21239,long_intense.csv,high_income,0.41,income_threshold,1400,20,4.5,build,desal
21245,long_intense.csv,high_income,0.41,income_threshold,1400,30,1.5,build,desal
21246,long_intense.csv,high_income,0.41,income_threshold,1400,30,3.0,baseline,none
21248,long_intense.csv,high_income,0.41,income_threshold,1400,30,3.0,improved,none
21251,long_intense.csv,high_income,0.41,income_threshold,1400,30,3.0,build,desal
21257,long_intense.csv,high_income,0.41,income_threshold,1400,30,4.5,build,desal
21263,long_intense.csv,high_income,0.41,income_threshold,1400,40,1.5,build,desal
21264,long_intense.csv,high_income,0.41,income_threshold,1400,40,3.0,baseline,none
21266,long_intense.csv,high_income,0.41,income_threshold,1400,40,3.0,improved,none
21269,long_intense.csv,high_income,0.41,income_threshold,1400,40,3.0,build,desal
21275,long_intense.csv,high_income,0.41,income_threshold,1400,40,4.5,build,desal
21281,long_intense.csv,high_income,0.41,income_threshold,2800,20,1.5,build,desal
21282,long_intense.csv,high_income,0.41,income_threshold,2800,20,3.0,baseline,none
21284,long_intense.csv,high_income,0.41,income_threshold,2800,20,3.0,improved,none
